num__TotalWorkingYears,num__MonthlyIncome,num__YearsAtCompany,num__JobLevel,num__YearsInCurrentRole,num__YearsWithCurrManager,num__Age,cat__OverTime_Yes,cat__JobRole_Human Resources,cat__JobRole_Laboratory Technician,cat__JobRole_Manager,cat__JobRole_Manufacturing Director,cat__JobRole_Research Director,cat__JobRole_Research Scientist,cat__JobRole_Sales Executive,cat__JobRole_Sales Representative,cat__MonthlyIncomeBracket_Low,cat__MonthlyIncomeBracket_Medium,cat__MonthlyIncomeBracket_Very High,Attrition
2.2614821417371727,2.026752327274747,-0.6657058719069946,1.7621889573533582,-0.6253648713435828,-0.6164064977950603,1.0901940236181409,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.0726746626292767,-0.8644084008911711,-0.8300707901019612,-0.9862649071659377,-0.9056351033176886,-0.8970468545147626,-1.634827596376192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.4920613407295304,2.3477057786207,0.8135783918477043,1.7621889573533582,1.3365267524751574,1.3480759992428557,0.9811931588183676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.5597274619575152,-0.9562015179204555,-0.008246199127128446,-0.9862649071659377,-0.06482440739537135,0.5061549290837488,-1.307825001976872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.1750170614536942,-0.18595622912437518,0.1561187190678381,-0.0701136189928391,0.7759862885269458,0.7867952858034511,0.6541905644190477,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.816201062293396,-0.6621195879530991,-0.6657058719069946,-0.9862649071659377,-0.6253648713435828,-0.6164064977950603,-0.9808224075775521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-1.3291482629651574,-0.8214139666854172,-0.9944357082969277,-0.9862649071659377,-1.1859053352917943,-1.177687211234465,1.5261974828172342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.8508773398898287,0.9192157021345277,0.1561187190678381,0.8460376691802596,0.7759862885269458,-0.8970468545147626,0.6541905644190477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.816201062293396,-0.40952728699429525,-0.33697603551706157,-0.0701136189928391,-0.06482440739537135,-0.6164064977950603,0.32718797001972766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.6879642621254556,-0.16660873373178595,-0.172611117322095,-0.0701136189928391,-0.6253648713435828,-0.05512578435565574,-1.0898232723773253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.1750170614536942,-0.674373001701739,-0.33697603551706157,-0.9862649071659377,-0.3450946393694771,-0.335766141075358,-0.10881548917936558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.30325386162163454,2.05942809727112,-0.008246199127128446,1.7621889573533582,0.7759862885269458,0.7867952858034511,-0.8718215427777788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.08145653888218654,-0.6120310721033959,0.4848485554577712,-0.0701136189928391,1.3365267524751574,1.0674356425231535,0.8721922940185942,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
